alignment_coverage,ani,querry,reference,primary_cluster
0.12,0.6968000000000001,Acidobacteria_bacterium_KBS_146.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.12,0.6973999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.07,0.6856,Acidobacteria_bacterium_NP133.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.07,0.6854,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_NP133.fna,0
0.05,0.6796,Acidobacteria_bacterium_RBG_13_68_16.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.05,0.6794,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.1,0.6904,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.1,0.6901,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.07,0.6887000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.07,0.6886,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.07,0.6870999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.07,0.6873999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.07,0.6884,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.07,0.6881,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.07,0.6922,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.07,0.6920000000000001,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.03,0.6837000000000001,Acidobacteria_BinDmb228.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.03,0.6825,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_BinDmb228.fna,0
0.14,0.6945,Acidobacteriaceae_bacterium_SBC82.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.14,0.6947,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.12,0.6998000000000001,Acidobacteriaceae_bacterium_TAA_166.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.12,0.7005,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.16,0.6969,Acidobacteriaceae_bacterium_URHE0068.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.16,0.6970000000000001,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.16,0.6957,Acidobacteriaceae_sp_KBS_83.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.16,0.6958,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.12,0.696,Acidobacteriaceae_sp_KBS_89.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.12,0.6959000000000001,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.08,0.6803,Acidobacteriaceae_sp_KBS_96.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.08,0.6804000000000001,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6878,Acidobacteria_CoA2_BinC42.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.06,0.6877,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.6862,Acidobacteria_CoA8_BinC33.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.05,0.6856,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_CoA8_BinC33.fna,0
0.08,0.6887000000000001,Acidobacteriales_BinDmb87.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.08,0.6879000000000001,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriales_BinDmb87.fna,0
0.07,0.6861,Acidobacteria_sp_Bin1_Ga0077522.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.07,0.6862999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.05,0.6764,Acidobacteria_sp_Ga0074141.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.05,0.6758,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_sp_Ga0074141.fna,0
0.04,0.6678000000000001,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.04,0.6678000000000001,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.06,0.6859000000000001,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.06,0.6851,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.04,0.6743000000000001,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.04,0.6748999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
0.18,0.7029000000000001,Acidobacterium_capsulatum_ATCC_51196.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.18,0.7034999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacterium_capsulatum_ATCC_51196.fna,0
0.16,0.695,Acidobacterium_sp_PMMR2.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.16,0.6953,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacterium_sp_PMMR2.fna,0
0.12,0.6983,Acidobacterium_strain_J13.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.12,0.6984,Candidatus_Koribacter_versatilis_Ellin345.fna,Acidobacterium_strain_J13.fna,0
0.06,0.6837000000000001,Bryobacter_aggregatus_DSM_18758.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.06,0.6831,Candidatus_Koribacter_versatilis_Ellin345.fna,Bryobacter_aggregatus_DSM_18758.fna,0
0.06,0.6837000000000001,Bryobacter_aggregatus_MPL3.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.06,0.6831,Candidatus_Koribacter_versatilis_Ellin345.fna,Bryobacter_aggregatus_MPL3.fna,0
0.12,0.7012999999999999,Bryocella_elongata_DSM_22489.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.12,0.7012999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Bryocella_elongata_DSM_22489.fna,0
0.05,0.6768000000000001,Candidatus_Chloracidobacterium_thermophilum_B.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.05,0.6759000000000001,Candidatus_Koribacter_versatilis_Ellin345.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.13,0.6861,Acidipila_rosea_DSM_103428.fna,Candidatus_Solibacter_usitatus.fna,0
0.13,0.6856,Candidatus_Solibacter_usitatus.fna,Acidipila_rosea_DSM_103428.fna,0
0.13,0.6914,Acidipila_sp_4G-K13.fna,Candidatus_Solibacter_usitatus.fna,0
0.13,0.6914,Candidatus_Solibacter_usitatus.fna,Acidipila_sp_4G-K13.fna,0
0.05,0.6708,Acidobacteria_bacterium_EAC88.fna,Candidatus_Solibacter_usitatus.fna,0
0.05,0.6704000000000001,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_EAC88.fna,0
0.1,0.6845,Acidobacteria_bacterium_KBS_146.fna,Candidatus_Solibacter_usitatus.fna,0
0.1,0.6847,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.09,0.6831,Acidobacteria_bacterium_NP133.fna,Candidatus_Solibacter_usitatus.fna,0
0.09,0.6837000000000001,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_NP133.fna,0
0.06,0.6808,Acidobacteria_bacterium_RBG_13_68_16.fna,Candidatus_Solibacter_usitatus.fna,0
0.06,0.6806,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.13,0.6911,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Candidatus_Solibacter_usitatus.fna,0
0.13,0.6912999999999999,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.09,0.6895,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Candidatus_Solibacter_usitatus.fna,0
0.09,0.69,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.09,0.6889,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Candidatus_Solibacter_usitatus.fna,0
0.09,0.6889,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.09,0.6876000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Candidatus_Solibacter_usitatus.fna,0
0.09,0.6881,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.09,0.6894,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Candidatus_Solibacter_usitatus.fna,0
0.09,0.6884999999999999,Candidatus_Solibacter_usitatus.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.04,0.6823999999999999,Acidobacteria_BinDmb228.fna,Candidatus_Solibacter_usitatus.fna,0
0.04,0.6820999999999999,Candidatus_Solibacter_usitatus.fna,Acidobacteria_BinDmb228.fna,0
0.08,0.6851999999999999,Acidobacteriaceae_bacterium_SBC82.fna,Candidatus_Solibacter_usitatus.fna,0
0.08,0.6851999999999999,Candidatus_Solibacter_usitatus.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.09,0.6918000000000001,Acidobacteriaceae_bacterium_TAA_166.fna,Candidatus_Solibacter_usitatus.fna,0
0.09,0.6920999999999999,Candidatus_Solibacter_usitatus.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.12,0.6919,Acidobacteriaceae_bacterium_URHE0068.fna,Candidatus_Solibacter_usitatus.fna,0
0.12,0.6918000000000001,Candidatus_Solibacter_usitatus.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.1,0.6897,Acidobacteriaceae_sp_KBS_83.fna,Candidatus_Solibacter_usitatus.fna,0
0.1,0.6890000000000001,Candidatus_Solibacter_usitatus.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.1,0.6875,Acidobacteriaceae_sp_KBS_89.fna,Candidatus_Solibacter_usitatus.fna,0
0.1,0.6875,Candidatus_Solibacter_usitatus.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.19,0.6918000000000001,Acidobacteriaceae_sp_KBS_96.fna,Candidatus_Solibacter_usitatus.fna,0
0.19,0.6915,Candidatus_Solibacter_usitatus.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.19,0.6989,Acidobacteria_CoA2_BinC42.fna,Candidatus_Solibacter_usitatus.fna,0
0.19,0.6987000000000001,Candidatus_Solibacter_usitatus.fna,Acidobacteria_CoA2_BinC42.fna,0
0.18,0.6901,Acidobacteria_CoA8_BinC33.fna,Candidatus_Solibacter_usitatus.fna,0
0.18,0.6898000000000001,Candidatus_Solibacter_usitatus.fna,Acidobacteria_CoA8_BinC33.fna,0
0.23,0.703,Acidobacteriales_BinDmb87.fna,Candidatus_Solibacter_usitatus.fna,0
0.23,0.703,Candidatus_Solibacter_usitatus.fna,Acidobacteriales_BinDmb87.fna,0
0.11,0.6892,Acidobacteria_sp_Bin1_Ga0077522.fna,Candidatus_Solibacter_usitatus.fna,0
0.11,0.6890999999999999,Candidatus_Solibacter_usitatus.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.06,0.6773,Acidobacteria_sp_Ga0074141.fna,Candidatus_Solibacter_usitatus.fna,0
0.06,0.677,Candidatus_Solibacter_usitatus.fna,Acidobacteria_sp_Ga0074141.fna,0
0.04,0.6689,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Candidatus_Solibacter_usitatus.fna,0
0.04,0.6687000000000001,Candidatus_Solibacter_usitatus.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.16,0.6944,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Candidatus_Solibacter_usitatus.fna,0
0.16,0.6947,Candidatus_Solibacter_usitatus.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.04,0.6689,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Candidatus_Solibacter_usitatus.fna,0
0.04,0.6690999999999999,Candidatus_Solibacter_usitatus.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
0.14,0.6898000000000001,Acidobacterium_capsulatum_ATCC_51196.fna,Candidatus_Solibacter_usitatus.fna,0
0.14,0.69,Candidatus_Solibacter_usitatus.fna,Acidobacterium_capsulatum_ATCC_51196.fna,0
0.11,0.6815000000000001,Acidobacterium_sp_PMMR2.fna,Candidatus_Solibacter_usitatus.fna,0
0.11,0.6817,Candidatus_Solibacter_usitatus.fna,Acidobacterium_sp_PMMR2.fna,0
0.09,0.6839,Acidobacterium_strain_J13.fna,Candidatus_Solibacter_usitatus.fna,0
0.09,0.6838,Candidatus_Solibacter_usitatus.fna,Acidobacterium_strain_J13.fna,0
0.18,0.6878,Bryobacter_aggregatus_DSM_18758.fna,Candidatus_Solibacter_usitatus.fna,0
0.18,0.6878,Candidatus_Solibacter_usitatus.fna,Bryobacter_aggregatus_DSM_18758.fna,0
0.18,0.6878,Bryobacter_aggregatus_MPL3.fna,Candidatus_Solibacter_usitatus.fna,0
0.18,0.6878,Candidatus_Solibacter_usitatus.fna,Bryobacter_aggregatus_MPL3.fna,0
0.11,0.6916,Bryocella_elongata_DSM_22489.fna,Candidatus_Solibacter_usitatus.fna,0
0.11,0.6915,Candidatus_Solibacter_usitatus.fna,Bryocella_elongata_DSM_22489.fna,0
0.07,0.6713,Candidatus_Chloracidobacterium_thermophilum_B.fna,Candidatus_Solibacter_usitatus.fna,0
0.07,0.6709999999999999,Candidatus_Solibacter_usitatus.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.12,0.6897,Candidatus_Koribacter_versatilis_Ellin345.fna,Candidatus_Solibacter_usitatus.fna,0
0.12,0.6899,Candidatus_Solibacter_usitatus.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.15,0.7029000000000001,Acidipila_rosea_DSM_103428.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.15,0.7029000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidipila_rosea_DSM_103428.fna,0
0.16,0.7051999999999999,Acidipila_sp_4G-K13.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.16,0.7061,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidipila_sp_4G-K13.fna,0
0.04,0.674,Acidobacteria_bacterium_EAC88.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.04,0.6744,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_EAC88.fna,0
0.1,0.6959000000000001,Acidobacteria_bacterium_KBS_146.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.1,0.6964,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.08,0.6859999999999999,Acidobacteria_bacterium_NP133.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.08,0.6862,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_NP133.fna,0
0.06,0.6806,Acidobacteria_bacterium_RBG_13_68_16.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.06,0.6803,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.12,0.6934,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.12,0.6934,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.07,0.6942,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.07,0.6936,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.07,0.691,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.07,0.6911,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.08,0.6948000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.08,0.6943,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.08,0.6912,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.08,0.691,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.04,0.6820999999999999,Acidobacteria_BinDmb228.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.04,0.6806,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_BinDmb228.fna,0
0.13,0.6972,Acidobacteriaceae_bacterium_SBC82.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.13,0.6970999999999999,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.12,0.7021999999999999,Acidobacteriaceae_bacterium_TAA_166.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.12,0.7025,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.15,0.7001000000000001,Acidobacteriaceae_bacterium_URHE0068.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.15,0.7001000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.14,0.6994,Acidobacteriaceae_sp_KBS_83.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.14,0.6995,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.11,0.6965,Acidobacteriaceae_sp_KBS_89.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.11,0.6964,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.08,0.6817,Acidobacteriaceae_sp_KBS_96.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.08,0.6817,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.07,0.6879000000000001,Acidobacteria_CoA2_BinC42.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.07,0.6876000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_CoA2_BinC42.fna,0
0.06,0.6836,Acidobacteria_CoA8_BinC33.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.06,0.6837000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_CoA8_BinC33.fna,0
0.1,0.6943,Acidobacteriales_BinDmb87.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.1,0.6940999999999999,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriales_BinDmb87.fna,0
0.06,0.6899,Acidobacteria_sp_Bin1_Ga0077522.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.06,0.6897,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.04,0.6811,Acidobacteria_sp_Ga0074141.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.04,0.6811,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_sp_Ga0074141.fna,0
0.04,0.6718999999999999,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.04,0.6716,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.06,0.6837000000000001,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.06,0.6845,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.03,0.6751,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.03,0.6748000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
0.18,0.705,Acidobacterium_capsulatum_ATCC_51196.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.18,0.7055,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacterium_capsulatum_ATCC_51196.fna,0
0.16,0.6994,Acidobacterium_sp_PMMR2.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.16,0.6995999999999999,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacterium_sp_PMMR2.fna,0
0.11,0.6955,Acidobacterium_strain_J13.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.11,0.6965,Candidatus_Sulfotelmatobacter_kueseliae.fna,Acidobacterium_strain_J13.fna,0
0.06,0.6831999999999999,Bryobacter_aggregatus_DSM_18758.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.06,0.6834,Candidatus_Sulfotelmatobacter_kueseliae.fna,Bryobacter_aggregatus_DSM_18758.fna,0
0.06,0.6831999999999999,Bryobacter_aggregatus_MPL3.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.06,0.6834,Candidatus_Sulfotelmatobacter_kueseliae.fna,Bryobacter_aggregatus_MPL3.fna,0
0.11,0.6990999999999999,Bryocella_elongata_DSM_22489.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.11,0.6999,Candidatus_Sulfotelmatobacter_kueseliae.fna,Bryocella_elongata_DSM_22489.fna,0
0.06,0.6789000000000001,Candidatus_Chloracidobacterium_thermophilum_B.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.06,0.6787000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.23,0.7095,Candidatus_Koribacter_versatilis_Ellin345.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.23,0.7095,Candidatus_Sulfotelmatobacter_kueseliae.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.13,0.6934999999999999,Candidatus_Solibacter_usitatus.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.13,0.6934999999999999,Candidatus_Sulfotelmatobacter_kueseliae.fna,Candidatus_Solibacter_usitatus.fna,0
0.23,0.7082999999999999,Acidipila_rosea_DSM_103428.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.23,0.7087,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidipila_rosea_DSM_103428.fna,0
0.24,0.7162999999999999,Acidipila_sp_4G-K13.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.24,0.7158,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidipila_sp_4G-K13.fna,0
0.03,0.6746,Acidobacteria_bacterium_EAC88.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.03,0.6748000000000001,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_EAC88.fna,0
0.15,0.6981999999999999,Acidobacteria_bacterium_KBS_146.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.15,0.6981999999999999,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.06,0.6856,Acidobacteria_bacterium_NP133.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.06,0.685,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_NP133.fna,0
0.04,0.68,Acidobacteria_bacterium_RBG_13_68_16.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.04,0.6795,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.07,0.6877,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.07,0.687,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.06,0.6922,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.06,0.6919,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.06,0.6906,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.06,0.6905,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.06,0.6898000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.06,0.6895,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.06,0.6894,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.06,0.6893,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.03,0.68,Acidobacteria_BinDmb228.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.03,0.6803,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteria_BinDmb228.fna,0
0.19,0.701,Acidobacteriaceae_bacterium_SBC82.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.19,0.701,Candidatus_Sulfotelmatomonas_gaucii.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
